Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Zona;Valor
Apartamento;Apartamento en venta en USAQUEN;4;5;498;USAQUEN;USAQUEN;USAQUEN;$ 5.250.000.000
Casa;Casa en venta en Zona Noroccidental;10;1;480;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.750.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;55;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 380.000.000
Apartamento;Apartamento en venta en Bella Suiza;3;4;193;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 960.000.000
Apartamento;Apartamento en venta en Chapinero;4;3;100;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 460.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Los Rosales;1;1;250;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.755.500.000
Casa;Casa en venta en Santa Barbara;4;4;496;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.700.000.000
Apartamento;Apartamento en venta en Chico Norte;2;2;186;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.550.000.000
Apartamento;Apartamento en venta en Gran Granada;3;2;80;Gran Granada;Garcés Navas;Garcés Navas;$ 335.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;109;Cedritos;USAQUEN;USAQUEN;$ 590.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;102;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 590.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;63;USAQUEN;USAQUEN;USAQUEN;$ 390.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;75;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 265.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;60;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 150.000.000
Casa;Casa en venta en Barrios Unidos;3;2;185;Barrios Unidos;Los Andes;Los Andes;$ 459.000.000
Apartamento;Apartamento en venta en Bosa;4;5;344;Bosa;Bosa Central;Bosa Central;$ 2.850.000.000
Apartamento;Apartamento en venta en Chapinero Alto;1;2;67;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 531.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;161;USAQUEN;USAQUEN;USAQUEN;$ 1.650.000.000
Apartamento;Apartamento en venta en USAQUEN;4;4;129;USAQUEN;USAQUEN;USAQUEN;$ 1.200.000.000
Apartamento;Apartamento en venta en Los Rosales;3;3;394;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.499.999.000
Apartamento;Apartamento en venta en Santa Fe;1;1;50;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 405.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;69;Barrios Unidos;Los Andes;Los Andes;$ 430.000.000
Casa;Casa en venta en Puente Aranda;4;3;180;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 500.000.000
Casa;Casa en venta en Kennedy;8;5;288;Kennedy;Kennedy Central;Kennedy Central;$ 560.000.000
Apartamento;Apartamento en venta en Santa Fe;2;2;64;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 620.000.000
Apartamento;Apartamento en venta en Pontevedra ;3;3;110;Pontevedra ;La Floresta;La Floresta;$ 540.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;115;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 550.000.000
Casa;Casa en venta en Normandia;4;4;325;Normandia;ENGATIVÁ: Santa Cecilia + Jardin  Botanico;ENGATIVÁ;$ 800.000.000
Casa;Casa en venta en Teusaquillo;8;5;435;Teusaquillo;Teusaquillo;Teusaquillo;$ 950.000.000
Apartamento;Apartamento en venta en Chapinero Alto;3;3;100;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 525.000.000
Apartamento;Apartamento en venta en Chapinero Alto;3;2;131;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 846.000.000
Apartamento;Apartamento en venta en El Virrey;1;2;64;El Virrey;Comuneros;Comuneros;$ 635.000.000
Apartamento;Apartamento en venta en Colina Campestre;3;2;85;Colina Campestre;Niza;Niza;$ 345.000.000
Apartamento;Apartamento en venta en Chico Reservado;3;3;140;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 880.000.000
Apartamento;Apartamento en venta en La Salle;3;3;136;La Salle;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 960.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;80;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 460.000.000
Apartamento;Apartamento en venta en Las Nieves;1;1;35;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 330.000.000
Apartamento;Apartamento en venta en El Chico;1;1;45;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 260.000.000
Apartamento;Apartamento en venta en Pasadena ;2;3;102;Pasadena ;;0;$ 430.000.000
Apartamento;Apartamento en venta en Santa Barbara;4;5;258;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.580.000.000
Apartamento;Apartamento en venta en Kennedy;4;3;115;Kennedy;Kennedy Central;Kennedy Central;$ 540.000.000
Apartamento;Apartamento en venta en Puente Aranda;3;2;50;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 190.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;90;USAQUEN;USAQUEN;USAQUEN;$ 700.000.000
Apartamento;Apartamento en venta en Chapinero;4;5;549;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 3.900.000.000
Apartamento;Apartamento en venta en Chapinero;2;3;112;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.200.000.000
Apartamento;Apartamento en venta en Chico Reservado;1;1;72;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 380.000.000
Apartamento;Apartamento en venta en Cedritos;1;1;39;Cedritos;USAQUEN;USAQUEN;$ 230.000.000
Apartamento;Apartamento en venta en Chapinero;3;3;160;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.400.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;60;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 450.000.000
Apartamento;Apartamento en venta en El Chico;3;3;197;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 920.000.000
Casa;Casa en venta en El Batan;3;3;124;El Batan;La Alhambra;La Alhambra;$ 580.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;85;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 440.000.000
Casa;Casa en venta en Zona Noroccidental;6;3;220;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 980.000.000
Casa;Casa en venta en Las Villas;4;2;169;Las Villas;Niza;Niza;$ 750.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;77;Cedritos;USAQUEN;USAQUEN;$ 385.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;68;USAQUEN;USAQUEN;USAQUEN;$ 450.000.000
Apartamento;Apartamento en venta en Santa Barbara;1;2;54;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 432.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;136;Cedritos;USAQUEN;USAQUEN;$ 800.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;91;Cedritos;USAQUEN;USAQUEN;$ 410.000.000
Apartamento;Apartamento en venta en Santa Barbara;4;4;271;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 890.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;100;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 760.000.000
Apartamento;Apartamento en venta en Hayuelos;3;2;51;Hayuelos;Modelia;Modelia;$ 206.000.000
Apartamento;Apartamento en venta en Hayuelos;3;2;57;Hayuelos;Modelia;Modelia;$ 225.000.000
Casa;Casa en venta en Zona Noroccidental;4;3;362;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.800.000.000
Apartamento;Apartamento en venta en Fontibon;2;1;43;Fontibon;Fontibon;Fontibon;$ 160.000.000
Apartamento;Apartamento en venta en USAQUEN;3;4;187;USAQUEN;USAQUEN;USAQUEN;$ 980.000.000
Apartamento;Apartamento en venta en USAQUEN;1;2;75;USAQUEN;USAQUEN;USAQUEN;$ 592.500.000
Apartamento;Apartamento en venta en Los Martires;3;2;87;Los Martires;La Sabana;La Sabana;$ 594.000.000
Apartamento;Apartamento en venta en Pinar De Suba;3;2;76;Pinar De Suba;Suba;Suba;$ 285.000.000
Apartamento;Apartamento en venta en Santa Ana;3;3;172;Santa Ana;USAQUEN;USAQUEN;$ 1.100.000.000
Casa;Casa en venta en Santa Barbara;3;5;315;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.800.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;73;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 477.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;160;USAQUEN;USAQUEN;USAQUEN;$ 620.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;165;Cedritos;USAQUEN;USAQUEN;$ 650.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;69;USAQUEN;USAQUEN;USAQUEN;$ 355.000.000
Apartamento;Apartamento en venta en Colinas De Suba;3;2;80;Colinas De Suba;Niza;Niza;$ 498.000.000
Apartamento;Apartamento en venta en USAQUEN;4;4;322;USAQUEN;USAQUEN;USAQUEN;$ 1.450.000.000
Apartamento;Apartamento en venta en Galicia;2;1;45;Galicia;Ismael Perdomo;Ismael Perdomo;$ 125.000.000
Casa;Casa en venta en Engativa;4;4;290;Engativa;Engativa;Engativa;$ 660.000.000
Apartamento;Apartamento en venta en Chico Reservado;2;3;92;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 680.000.000
Apartamento;Apartamento en venta en Chico Reservado;2;3;92;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 680.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Santa Fe;1;1;134;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 1.193.390.000
Apartamento;Apartamento en venta en Puente Largo;3;2;133;Puente Largo;La Alhambra;La Alhambra;$ 460.000.000
Casa;Casa en venta en Alhambra;4;5;278;Alhambra;La Alhambra;La Alhambra;$ 795.000.000
Apartamento;Apartamento en venta en Chico Norte;2;2;112;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 679.000.000
Apartamento;Apartamento en venta en Cedritos;1;2;46;Cedritos;USAQUEN;USAQUEN;$ 255.000.000
Apartamento;Apartamento en venta en Ciudadela Colsubsidio;3;1;50;Ciudadela Colsubsidio;Bolivia;Bolivia;$ 190.000.000
Casa;Casa en venta en Zona Noroccidental;2;1;41;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 170.000.000
Casa;Casa en venta en Barrios Unidos;4;2;170;Barrios Unidos;Los Andes;Los Andes;$ 900.000.000
Apartamento;Apartamento en venta en USAQUEN;2;3;78;USAQUEN;USAQUEN;USAQUEN;$ 530.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;59;Fontibon;Fontibon;Fontibon;$ 230.000.000
Casa;Casa en venta en Barrios Unidos;7;3;245;Barrios Unidos;Los Andes;Los Andes;$ 850.000.000
Casa;Casa en venta en Engativa;3;1;120;Engativa;Engativa;Engativa;$ 450.000.000
Apartamento;Apartamento en venta en Teusaquillo;2;2;62;Teusaquillo;Teusaquillo;Teusaquillo;$ 360.000.000
Apartamento;Apartamento en venta en Engativa;2;1;45;Engativa;Engativa;Engativa;$ 143.000.000
Apartamento;Apartamento en venta en USAQUEN;3;4;155;USAQUEN;USAQUEN;USAQUEN;$ 806.000.000
Edificio;Edificio en venta en Barrios Unidos;8;4;253;Barrios Unidos;Los Andes;Los Andes;$ 700.000.000
Apartamento;Apartamento en venta en El Virrey;1;2;41;El Virrey;Comuneros;Comuneros;$ 480.000.000
Apartamento;Apartamento en venta en Chico Norte;3;2;117;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 500.000.000
Casa;Casa en venta en Zona Noroccidental;3;4;340;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.200.000.000
Apartamento;Apartamento en venta en Las Nieves;2;2;73;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 280.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;3;97;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 480.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;96;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Nicolas De Federman;2;2;68;Nicolas De Federman;Teusaquillo;Teusaquillo;$ 508.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;75;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 343.000.000
Apartamento;Apartamento en venta en Mazuren;3;2;76;Mazuren;El Prado;El Prado;$ 375.000.000
Apartamento;Apartamento en venta en Las Nieves;1;1;36;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 310.000.000
Casa;Casa en venta en Madelena;3;2;201;Madelena;Arborizadora;Arborizadora;$ 280.000.000
Casa;Casa en venta en Madelena;4;2;210;Madelena;Arborizadora;Arborizadora;$ 480.000.000
Casa;Casa en venta en Madelena;4;2;190;Madelena;Arborizadora;Arborizadora;$ 350.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;100;Cedritos;USAQUEN;USAQUEN;$ 340.000.000
Casa;Casa en venta en Kennedy;4;2;145;Kennedy;Kennedy Central;Kennedy Central;$ 250.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;57;Kennedy;Kennedy Central;Kennedy Central;$ 260.000.000
Casa;Casa en venta en Zona Noroccidental;4;4;242;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.150.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;62;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 300.000.000
Apartamento;Apartamento en venta en Los Rosales;3;3;122;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 650.000.000
Apartamento;Apartamento en venta en San Patricio;2;2;69;San Patricio;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 482.000.000
Casa;Casa en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 129.690.000
Apartamento;Apartamento en venta en Bosa;3;2;57;Bosa;Bosa Central;Bosa Central;$ 145.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 136.000.000
Apartamento;Apartamento en venta en Bosa;3;1;56;Bosa;Bosa Central;Bosa Central;$ 150.000.000
Apartamento;Apartamento en venta en USAQUEN;1;2;51;USAQUEN;USAQUEN;USAQUEN;$ 393.000.000
Casa;Casa en venta en Tintala;3;2;55;Tintala;Tintala;Tintala;$ 183.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 136.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 134.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 124.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 129.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 124.000.000
Casa;Casa en venta en Fontibon;10;4;288;Fontibon;Fontibon;Fontibon;$ 650.000.000
Apartamento;Apartamento en venta en Bosa;3;2;52;Bosa;Bosa Central;Bosa Central;$ 155.000.000
Apartamento;Apartamento en venta en Kennedy;2;2;53;Kennedy;Kennedy Central;Kennedy Central;$ 150.500.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 128.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 128.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 128.000.000
Apartamento;Apartamento en venta en Engativa;3;2;52;Engativa;Engativa;Engativa;$ 196.000.000
Apartamento;Apartamento en venta en Engativa;3;2;52;Engativa;Engativa;Engativa;$ 196.000.000
Edificio;Edificio en venta en Kennedy;10;3;360;Kennedy;Kennedy Central;Kennedy Central;$ 2.300.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;127;Cedritos;USAQUEN;USAQUEN;$ 690.000.000
Casa;Casa en venta en Rafael Uribe Uribe;6;3;360;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 1.100.000.000
Apartamento;Apartamento en venta en Santa Fe;3;2;80;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 550.000.000
Casa;Casa en venta en San Cristobal;5;2;174;San Cristobal;Sosiego;Sosiego;$ 570.000.000
Apartamento;Apartamento en venta en Ciudadela Colsubsidio;3;1;50;Ciudadela Colsubsidio;Bolivia;Bolivia;$ 195.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;80;Cedritos;USAQUEN;USAQUEN;$ 350.000.000
Apartamento;Apartamento en venta en Chico Reservado;2;2;114;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 749.999.999
Apartamento;Apartamento en venta en USAQUEN;3;2;86;USAQUEN;USAQUEN;USAQUEN;$ 375.000.000
Apartamento;Apartamento en venta en El Refugio;1;2;47;El Refugio;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 535.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;50;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 215.000.000
Apartamento;Apartamento en venta en Chico Norte;2;1;57;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 320.000.000
Apartamento;Apartamento en venta en Madelena;2;1;40;Madelena;Arborizadora;Arborizadora;$ 160.000.000
Apartamento;Apartamento en venta en Nicolas De Federman;3;2;97;Nicolas De Federman;Teusaquillo;Teusaquillo;$ 600.000.000
Apartamento;Apartamento en venta en Madelena;2;1;40;Madelena;Arborizadora;Arborizadora;$ 180.000.000
Apartamento;Apartamento en venta en Kennedy;2;1;43;Kennedy;Kennedy Central;Kennedy Central;$ 130.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 125.500.000
Apartamento;Apartamento en venta en Cedritos;2;2;61;Cedritos;USAQUEN;USAQUEN;$ 340.000.000
Casa;Casa en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 131.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 136.000.000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;Bosa Central;$ 116.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 136.000.000
Casa;Casa en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 130.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 127.500.000
Apartamento;Apartamento en venta en Bosa;3;2;57;Bosa;Bosa Central;Bosa Central;$ 145.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 126.500.000
Apartamento;Apartamento en venta en Bosa;2;1;48;Bosa;Bosa Central;Bosa Central;$ 128.500.000
Apartamento;Apartamento en venta en Bosa;3;2;52;Bosa;Bosa Central;Bosa Central;$ 155.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 125.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 125.000.000
Apartamento;Apartamento en venta en Bosa;3;2;62;Bosa;Bosa Central;Bosa Central;$ 150.000.000
Apartamento;Apartamento en venta en Bosa;3;2;57;Bosa;Bosa Central;Bosa Central;$ 147.300.000
Apartamento;Apartamento en venta en Bosa;3;1;46;Bosa;Bosa Central;Bosa Central;$ 125.730.000
Apartamento;Apartamento en venta en Bosa;3;1;56;Bosa;Bosa Central;Bosa Central;$ 150.000.000
Casa;Casa en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 120.800.000
Apartamento;Apartamento en venta en Bosa;3;1;56;Bosa;Bosa Central;Bosa Central;$ 150.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 102.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;47;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 174.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;135;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 680.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;122;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 720.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;62;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 240.000.000
Apartamento;Apartamento en venta en Puente Largo;3;2;103;Puente Largo;La Alhambra;La Alhambra;$ 468.270.000
Apartamento;Apartamento en venta en Bosa;3;1;57;Bosa;Bosa Central;Bosa Central;$ 145.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;66;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 790.000.000
Apartamento;Apartamento en venta en Chico Reservado;3;4;292;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 3.807.000.000
Apartamento;Apartamento en venta en Chico Norte;3;3;103;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.000.000.000
Apartamento;Apartamento en venta en El Batan;2;2;89;El Batan;La Alhambra;La Alhambra;$ 450.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;69;USAQUEN;USAQUEN;USAQUEN;$ 499.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;50;USAQUEN;USAQUEN;USAQUEN;$ 360.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;73;USAQUEN;USAQUEN;USAQUEN;$ 310.000.000
Apartamento;Apartamento en venta en USAQUEN;2;3;93;USAQUEN;USAQUEN;USAQUEN;$ 790.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;81;USAQUEN;USAQUEN;USAQUEN;$ 365.000.000
Apartamento;Apartamento en venta en Gustavo Restrepo;3;1;54;Gustavo Restrepo;San José;San José;$ 210.000.000
Casa;Casa en venta en Tunjuelito;6;4;367;Tunjuelito;Tunjuelito;Tunjuelito;$ 780.000.000
Apartamento;Apartamento en venta en Mazuren;3;2;90;Mazuren;El Prado;El Prado;$ 425.000.000
Casa;Casa en venta en Teusaquillo;4;2;330;Teusaquillo;Teusaquillo;Teusaquillo;$ 1.200.000.000
Apartamento;Apartamento en venta en El Retiro;3;3;198;El Retiro;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.000.000.000
Apartamento;Apartamento en venta en Chapinero;4;2;98;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 430.000.000
Apartamento;Apartamento en venta en Nueva Castilla;3;2;86;Nueva Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 410.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;107;Cedritos;USAQUEN;USAQUEN;$ 700.000.000
Apartamento;Apartamento en venta en USAQUEN;2;3;87;USAQUEN;USAQUEN;USAQUEN;$ 850.000.000
Apartamento;Apartamento en venta en USAQUEN;3;4;166;USAQUEN;USAQUEN;USAQUEN;$ 1.500.000.000
